SCHOOL_YEAR,SCH_NAME,LEA_NAME,STATE,ST,MCITY,MSTATE,NCESSCH,SCHID,LAT,LON,LOCALE
2023-2024,Central High School,Phenix City,ALABAMA,AL,Phenix City,AL,010270001088,0101088,32.485,-85.0397,21
2023-2024,Pickens County College and Career Center,Pickens County,ALABAMA,AL,Carrollton,AL,010273001131,0101131,33.255347,-88.168439,43
2023-2024,Piedmont High School,Piedmont City,ALABAMA,AL,Piedmont,AL,010276001108,0101108,33.928973,-85.622573,42
2023-2024,RandolphRoanoke Career Technology Center,Randolph County,ALABAMA,AL,Wedowee,AL,010282001139,0101139,33.2977,-85.4818,42
2023-2024,Handley High School,Roanoke City,ALABAMA,AL,Roanoke,AL,010285001126,0101126,33.149524,-85.372051,43
2023-2024,RandolphRoanoke Career Technology Center,Roanoke City,ALABAMA,AL,Wedowee,AL,010285001387,0101387,33.2977,-85.4819,42
2023-2024,Russell County High School,Russell County,ALABAMA,AL,Seale,AL,010288001802,0101802,32.33355,-85.149941,42
2023-2024,Russellville High School,Russellville City,ALABAMA,AL,Russellville,AL,010291001142,0101142,34.524949,-87.739349,32
2023-2024,Russellville City Career Tech Center,Russellville City,ALABAMA,AL,Russellville,AL,010291002435,0102435,34.524949,-87.739349,32
2023-2024,Scottsboro High School,Scottsboro City,ALABAMA,AL,Scottsboro,AL,010294001147,0101147,34.6728,-86.0027,32
2023-2024,Selma High School,Selma City,ALABAMA,AL,Selma,AL,010297001160,0101160,32.428416,-87.022637,32
2023-2024,Sheffield High School,Sheffield City,ALABAMA,AL,Sheffield,AL,010300001164,0101164,34.7693,-87.6903,23
2023-2024,Calera High,Shelby County,ALABAMA,AL,Calera,AL,010303001170,0101170,33.092001,-86.767236,21
2023-2024,Chelsea High School,Shelby County,ALABAMA,AL,Chelsea,AL,010303001171,0101171,33.333645,-86.680505,41
2023-2024,Shelby County High School,Shelby County,ALABAMA,AL,Columbiana,AL,010303001174,0101174,33.1793,-86.6001,42
2023-2024,Montevallo High School,Shelby County,ALABAMA,AL,Montevallo,AL,010303001177,0101177,33.1039,-86.8604,31
2023-2024,Oak Mountain High School,Shelby County,ALABAMA,AL,Birmingham,AL,010303001189,0101189,33.3665,-86.7342,21
2023-2024,Career Technical Education Center,Shelby County,ALABAMA,AL,Columbiana,AL,010303001190,0101190,33.178093,-86.630883,41
2023-2024,Helena High School,Shelby County,ALABAMA,AL,Helena,AL,010303002191,0102191,33.276126,-86.869538,41
2023-2024,Eden Area Technical Center,St Clair County,ALABAMA,AL,Ashville,AL,010306201180,0101180,33.783196,-86.276151,42
2023-2024,Ashville High School,St Clair County,ALABAMA,AL,Ashville,AL,010306201362,0101362,33.818935,-86.26686,42
2023-2024,Saint Clair County High School,St Clair County,ALABAMA,AL,Odenville,AL,010306201367,0101367,33.703272,-86.370328,42
2023-2024,Springville High School,St Clair County,ALABAMA,AL,Springville,AL,010306201377,0101377,33.784436,-86.438805,42
2023-2024,Moody High School,St Clair County,ALABAMA,AL,Moody,AL,010306201591,0101591,33.6111,-86.4599,41
2023-2024,BellBrown Career Technical Center,Sumter County,ALABAMA,AL,Livingston,AL,010309001194,0101194,32.613088,-88.184794,43
2023-2024,Sumter Central High School,Sumter County,ALABAMA,AL,York,AL,010309002201,0102201,32.55001,-88.229327,43
2023-2024,Sylacauga High School,Sylacauga City,ALABAMA,AL,Sylacauga,AL,010312001200,0101200,33.1768,-86.2514,32
2023-2024,Talladega High School,Talladega City,ALABAMA,AL,Talladega,AL,010315001207,0101207,33.423001,-86.077443,41
2023-2024,Talladega Career Technical Center,Talladega City,ALABAMA,AL,Talladega,AL,010315001390,0101390,33.42228,-86.077421,41
2023-2024,Childersburg High School,Talladega County,ALABAMA,AL,Childersburg,AL,010318001213,0101213,33.273707,-86.341611,32
2023-2024,Lincoln High School,Talladega County,ALABAMA,AL,Lincoln,AL,010318001214,0101214,33.6345,-86.1022,42
2023-2024,Munford High School,Talladega County,ALABAMA,AL,Munford,AL,010318001220,0101220,33.5249,-85.9483,41
2023-2024,Edward Bell Career Technical Center,Tallapoosa County,ALABAMA,AL,Camp Hill,AL,010321002364,0102364,32.80457,-85.644125,42
2023-2024,Tallassee High School,Tallassee City,ALABAMA,AL,Tallassee,AL,010324001238,0101238,32.537,-85.8973,42
2023-2024,Thomasville High School,Thomasville City,ALABAMA,AL,Thomasville,AL,010330001248,0101248,31.8857,-87.7367,43
2023-2024,Charles Henderson High School,Troy City,ALABAMA,AL,Troy,AL,010333001602,0101602,31.802093,-85.947971,33
2023-2024,TroyPike Regional Center For Technology,Troy City,ALABAMA,AL,Troy,AL,010333002524,0102524,31.810953,-85.951993,41
2023-2024,Tuscaloosa Career and Technology Academy,Tuscaloosa City,ALABAMA,AL,Tuscaloosa,AL,010336001399,0101399,33.187067,-87.579012,12
2023-2024,Central High School,Tuscaloosa City,ALABAMA,AL,Tuscaloosa,AL,010336001608,0101608,33.1982,-87.5491,12
2023-2024,Paul W Bryant High School,Tuscaloosa City,ALABAMA,AL,Cottondale,AL,010336002101,0102101,33.1576,-87.453,12
2023-2024,Northridge High School,Tuscaloosa City,ALABAMA,AL,Tuscaloosa,AL,010336002102,0102102,33.2443,-87.5275,12
2023-2024,Hillcrest High School,Tuscaloosa County,ALABAMA,AL,Tuscaloosa,AL,010339000052,0100052,33.13,-87.5378,22
2023-2024,Brookwood High School,Tuscaloosa County,ALABAMA,AL,Brookwood,AL,010339001274,0101274,33.257211,-87.312103,42
2023-2024,Holt High School,Tuscaloosa County,ALABAMA,AL,Tuscaloosa,AL,010339001282,0101282,33.219499,-87.476899,22
2023-2024,Northside High School,Tuscaloosa County,ALABAMA,AL,Northport,AL,010339001287,0101287,33.4702,-87.6331,42
2023-2024,Tuscaloosa County High School,Tuscaloosa County,ALABAMA,AL,Northport,AL,010339001291,0101291,33.3078,-87.6084,22
2023-2024,Sipsey Valley High School,Tuscaloosa County,ALABAMA,AL,Buhl,AL,010339002153,0102153,33.193075,-87.733971,42
2023-2024,Deshler High School,Tuscumbia City,ALABAMA,AL,Tuscumbia,AL,010342001297,0101297,34.738515,-87.701957,23
2023-2024,Deshler Career Technical Center,Tuscumbia City,ALABAMA,AL,Tuscumbia,AL,010342001400,0101400,34.7387,-87.7009,23
2023-2024,Vestavia Hills High School,Vestavia Hills City,ALABAMA,AL,Vestavia,AL,010343001304,0101304,33.419277,-86.780231,21
2023-2024,Carbon Hill High School,Walker County,ALABAMA,AL,Carbon Hill,AL,010345000135,0100135,33.903659,-87.50535,43
2023-2024,Walker County Center Of Technology,Walker County,ALABAMA,AL,Jasper,AL,010345001237,0101237,33.834386,-87.262509,32
2023-2024,Cordova High School,Walker County,ALABAMA,AL,Cordova,AL,010345001308,0101308,33.766139,-87.183547,42
2023-2024,Curry High School,Walker County,ALABAMA,AL,Jasper,AL,010345001310,0101310,33.958258,-87.215813,42
2023-2024,Dora High School,Walker County,ALABAMA,AL,Dora,AL,010345001311,0101311,33.7502,-87.0618,42
2023-2024,Oakman High School,Walker County,ALABAMA,AL,Oakman,AL,010345001320,0101320,33.7197,-87.38558,42
2023-2024,Wilcox Central High School,Wilcox County,ALABAMA,AL,Camden,AL,010351001780,0101780,32.007064,-87.322367,43
2023-2024,Winfield High School,Winfield City,ALABAMA,AL,Winfield,AL,010354001355,0101355,33.9415,-87.8209,43
2023-2024,Winston Career Academy,Winston County,ALABAMA,AL,Double Springs,AL,010358001243,0101243,34.165028,-87.399062,43
2023-2024,Kuskokwim Learning Academy,Lower Kuskokwim School District,ALASKA,AK,Bethel,AK,020000100318,0200318,60.796131,-161.765194,33
2023-2024,Mt. Edgecumbe High School,Mount Edgecumbe,ALASKA,AK,Sitka,AK,020000600558,0200558,57.050928,-135.351918,33
2023-2024,Craig High School,Craig City School District,ALASKA,AK,Craig,AK,020009000038,0200038,55.488495,-133.128001,43
2023-2024,Delta Junction Senior High School,Delta/Greely School District,ALASKA,AK,Delta Junction,AK,020010000630,0200630,64.042597,-145.714013,43
2023-2024,Galena Interior Learning Academy (GILA),Galena City School District,ALASKA,AK,Galena,AK,020013000252,0200252,64.741777,-156.954394,43
2023-2024,Ketchikan High School,Ketchikan Gateway Borough School District,ALASKA,AK,Ketchikan,AK,020015000047,0200047,55.353558,-131.677936,33
2023-2024,Chugiak High School,Anchorage School District,ALASKA,AK,Chugiak,AK,020018000069,0200069,61.369301,-149.534616,41
2023-2024,Dimond High School,Anchorage School District,ALASKA,AK,Anchorage,AK,020018000073,0200073,61.142796,-149.935215,11
2023-2024,Bettye Davis East Anchorage High School,Anchorage School District,ALASKA,AK,Anchorage,AK,020018000075,0200075,61.199754,-149.805025,11
2023-2024,S.A.V.E. High School,Anchorage School District,ALASKA,AK,Anchorage,AK,020018000109,0200109,61.169684,-149.874234,11
2023-2024,Benny Benson Alternative High School,Anchorage School District,ALASKA,AK,Anchorage,AK,020018000110,0200110,61.179553,-149.759556,41
2023-2024,West High School,Anchorage School District,ALASKA,AK,Anchorage,AK,020018000120,0200120,61.200929,-149.917099,11
2023-2024,Martin Luther King Jr. Technical High School,Anchorage School District,ALASKA,AK,Anchorage,AK,020018000401,0200401,61.193123,-149.832869,11
2023-2024,South Anchorage High School,Anchorage School District,ALASKA,AK,Anchorage,AK,020018000454,0200454,61.100283,-149.808494,11
2023-2024,Eagle River High School,Anchorage School District,ALASKA,AK,Eagle River,AK,020018000458,0200458,61.298507,-149.57236,41
2023-2024,Service High School,Anchorage School District,ALASKA,AK,Anchorage,AK,020018000531,0200531,61.139047,-149.781301,11
2023-2024,Alaska Middle College School,Anchorage School District,ALASKA,AK,Anchorage,AK,020018000763,0200763,61.193123,-149.832869,11
2023-2024,Juneau-Douglas High School: Yadaa.at Kale,Juneau Borough School District,ALASKA,AK,Juneau,AK,020021000133,0200133,58.305326,-134.429418,33
2023-2024,Thunder Mountain High School,Juneau Borough School District,ALASKA,AK,Juneau,AK,020021000737,0200737,58.379312,-134.591021,33
2023-2024,Yaakoosge Daakahidi Alt. H.S.,Juneau Borough School District,ALASKA,AK,Juneau,AK,020021000738,0200738,58.303484,-134.42692,33
2023-2024,Pacific High School,Sitka School District,ALASKA,AK,Sitka,AK,020024000035,0200035,57.051582,-135.330326,33
2023-2024,Sitka High School,Sitka School District,ALASKA,AK,Sitka,AK,020024000143,0200143,57.062237,-135.34095,33
2023-2024,Haines High School,Haines Borough School District,ALASKA,AK,Haines,AK,020027000639,0200639,59.234574,-135.453573,43
2023-2024,Kenai Alternative High School,Kenai Peninsula Borough School District,ALASKA,AK,Kenai,AK,020039000079,0200079,60.553799,-151.253696,33
2023-2024,Homer Flex School,Kenai Peninsula Borough School District,ALASKA,AK,Homer,AK,020039000081,0200081,59.649981,-151.518955,43
2023-2024,Homer High School,Kenai Peninsula Borough School District,ALASKA,AK,Homer,AK,020039000158,0200158,59.651868,-151.528097,43
2023-2024,Kenai Central High School,Kenai Peninsula Borough School District,ALASKA,AK,Kenai,AK,020039000537,0200537,60.561422,-151.212574,33
2023-2024,Seward High School,Kenai Peninsula Borough School District,ALASKA,AK,Seward,AK,020039000540,0200540,60.129956,-149.443249,43
2023-2024,Soldotna High School,Kenai Peninsula Borough School District,ALASKA,AK,Soldotna,AK,020039000542,0200542,60.493495,-151.096317,33
2023-2024,Kodiak High School,Kodiak Island Borough School District,ALASKA,AK,Kodiak,AK,020048000185,0200185,57.793365,-152.393905,33
2023-2024,Palmer High School,Matanuska-Susitna Borough School District,ALASKA,AK,Palmer,AK,020051000227,0200227,61.605179,-149.137348,23
2023-2024,Wasilla High School,Matanuska-Susitna Borough School District,ALASKA,AK,Wasilla,AK,020051000237,0200237,61.588204,-149.430625,23
2023-2024,Houston High School,Matanuska-Susitna Borough School District,ALASKA,AK,Houston,AK,020051000586,0200586,61.590054,-149.769634,42
2023-2024,Colony High School,Matanuska-Susitna Borough School District,ALASKA,AK,Palmer,AK,020051000711,0200711,61.607969,-149.211983,41
2023-2024,Burchell High School,Matanuska-Susitna Borough School District,ALASKA,AK,Wasilla,AK,020051000720,0200720,61.579813,-149.494934,23
2023-2024,Mat-Su Career & Tech Ed High School,Matanuska-Susitna Borough School District,ALASKA,AK,Wasilla,AK,020051000731,0200731,61.60814,-149.363494,23
2023-2024,Metlakatla High School,Annette Island School District,ALASKA,AK,Metlakatla,AK,020052500648,0200648,55.126236,-131.577064,43
2023-2024,Lathrop High School,Fairbanks North Star Borough School District,ALASKA,AK,Fairbanks,AK,020060000270,0200270,64.835345,-147.732627,13
2023-2024,North Pole High School,Fairbanks North Star Borough School District,ALASKA,AK,North Pole,AK,020060000273,0200273,64.746564,-147.36948,23
2023-2024,West Valley High School,Fairbanks North Star Borough School District,ALASKA,AK,Fairbanks,AK,020060000281,0200281,64.851566,-147.825413,13
2023-2024,Hutchison High School,Fairbanks North Star Borough School District,ALASKA,AK,Fairbanks,AK,020060000650,0200650,64.850273,-147.815486,13
2023-2024,North Star College,Fairbanks North Star Borough School District,ALASKA,AK,Fairbanks,AK,020060010165,0210165,64.855571,-147.818493,13
2023-2024,Barrow High School,North Slope Borough School District,ALASKA,AK,Utqiagvik,AK,020061000286,0200286,71.289513,-156.768165,43
2023-2024,Kiita Learning Community,North Slope Borough School District,ALASKA,AK,Utqiagvik,AK,020061000470,0200470,71.300337,-156.754238,43
2023-2024,Petersburg High School,Petersburg Borough School District,ALASKA,AK,Petersburg,AK,020066000570,0200570,56.815137,-132.955668,43
2023-2024,Valdez High School,Valdez City School District,ALASKA,AK,Valdez,AK,020078000370,0200370,61.138356,-146.357754,43
2023-2024,Wrangell High School,Wrangell Public School District,ALASKA,AK,Wrangell,AK,020081000576,0200576,56.472048,-132.380981,43
2023-2024,Chino Valley High School,Chino Valley Unified District (4474),ARIZONA,AZ,CHINO VALLEY,AZ,040000301458,0401458,34.746849,-112.451857,41
2023-2024,Center for Academic Success #1 - Sierra Vista 9-12,Center for Academic Success Inc. (4191),ARIZONA,AZ,SIERRA VISTA,AZ,040001600476,0400476,31.5574,-110.2897,13
2023-2024,Pinon High School,Pinon Unified District (4390),ARIZONA,AZ,PINON,AZ,040002301524,0401524,36.11397,-110.216254,43
2023-2024,Gateway Early College High School,Maricopa County Community College District dba Gat (4314),ARIZONA,AZ,PHOENIX,AZ,040004100718,0400718,33.4493,-111.9971,11
2023-2024,New School for the Arts,New School For The Arts (4316),ARIZONA,AZ,TEMPE,AZ,040004300733,0400733,33.415291,-111.919221,12
2023-2024,Salt River Accelerated Learning Academy,Salt River Pima-Maricopa  Community Schools (4320),ARIZONA,AZ,SCOTTSDALE,AZ,040004703031,0403031,33.506913,-111.838363,41
2023-2024,City View High School,Arizona Center for Youth Resources (4346),ARIZONA,AZ,PHOENIX,AZ,040005700784,0400784,33.456125,-112.081191,11
2023-2024,Intelli-School - Paradise Valley,Intelli-School Inc. (4352),ARIZONA,AZ,PHOENIX,AZ,040006101742,0401742,33.639642,-112.050794,11
2023-2024,IntelliSchool Online,Intelli-School Inc. (4352),ARIZONA,AZ,PHOENIX,AZ,040006103780,0403780,33.553719,-112.107124,11
2023-2024,Kingman Academy of Learning - High School,Kingman Academy Of Learning (4383),ARIZONA,AZ,KINGMAN,AZ,040007402185,0402185,35.223572,-114.028214,32
2023-2024,Edge High School - Himmel Park,Edge School Inc. The (4421),ARIZONA,AZ,TUCSON,AZ,040007801006,0401006,32.235137,-110.934258,11
2023-2024,EDGE High School - Northwest,Edge School Inc. The (4421),ARIZONA,AZ,TUCSON,AZ,040007802386,0402386,32.334486,-110.975312,21
2023-2024,Alternative Computerized Education (ACE) Charter High School,Tucson Youth Development/ACE Charter High School (4422),ARIZONA,AZ,TUCSON,AZ,040007901008,0401008,32.245757,-110.972279,11
2023-2024,Youth Works Charter High School,Tucson Youth Development/ACE Charter High School (4422),ARIZONA,AZ,TUCSON,AZ,040007903035,0403035,32.192698,-110.94251,11
2023-2024,River Valley High School,Colorado River Union High School District (4381),ARIZONA,AZ,MOHAVE VALLEY,AZ,040008200006,0400006,34.894401,-114.570219,41
2023-2024,Mohave High School,Colorado River Union High School District (4381),ARIZONA,AZ,BULLHEAD CITY,AZ,040008201457,0401457,35.1064,-114.5999,23
2023-2024,CRUHSD Academy,Colorado River Union High School District (4381),ARIZONA,AZ,BULLHEAD CITY,AZ,040008203225,0403225,34.894401,-114.570219,41
2023-2024,PPEP TEC - Celestino Fernandez Learning Center,Portable Practical Educational Preparation Inc. ( (4431),ARIZONA,AZ,TUCSON,AZ,040008301011,0401011,32.1693,-110.9449,11
2023-2024,PPEP TEC - Alice S. Paul Learning Center,Portable Practical Educational Preparation Inc. ( (4431),ARIZONA,AZ,TUCSON,AZ,040008301014,0401014,32.886636,-111.758136,13
2023-2024,PPEP TEC - Raul H. Castro Learning Center,Portable Practical Educational Preparation Inc. ( (4431),ARIZONA,AZ,TUCSON,AZ,040008301015,0401015,31.34605,-109.554896,33
2023-2024,PPEP TEC - Cesar Chavez Learning Center,Portable Practical Educational Preparation Inc. ( (4431),ARIZONA,AZ,TUCSON,AZ,040008301016,0401016,32.500636,-114.785955,32
2023-2024,PPEP TEC - Jose Yepez Learning Center,Portable Practical Educational Preparation Inc. ( (4431),ARIZONA,AZ,TUCSON,AZ,040008301017,0401017,32.597762,-114.705995,31
2023-2024,PPEP TEC - Colin L. Powell Learning Center,Portable Practical Educational Preparation Inc. ( (4431),ARIZONA,AZ,TUCSON,AZ,040008301018,0401018,31.5324,-110.2558,13
2023-2024,Educational Opportunity Center Charter High School,Yuma Private Industry Council Inc. (4509),ARIZONA,AZ,YUMA,AZ,040009501114,0401114,32.6993,-114.665249,13
2023-2024,Ombudsman - Charter East,Ombudsman Educational Services Ltd.a subsidiary  (4323),ARIZONA,AZ,PHOENIX,AZ,040010301583,0401583,33.479939,-111.996269,11
2023-2024,Ombudsman - Charter West,Ombudsman Educational Services Ltd.a subsidiary  (4323),ARIZONA,AZ,Phoenix,AZ,040010301724,0401724,33.638585,-112.122838,11
2023-2024,Ombudsman - Charter Metro,Ombudsman Educational Services Ltd.a subsidiary  (4323),ARIZONA,AZ,Glendale,AZ,040010302008,0402008,33.55126,-112.152221,21
2023-2024,Ombudsman - Charter Northeast,Ombudsman Educational Services Ltd.a subsidiary  (4323),ARIZONA,AZ,Tempe,AZ,040010302139,0402139,33.44295,-111.927461,12
2023-2024,Ombudsman - Charter Northwest,Ombudsman Educational Services Ltd.a subsidiary  (4323),ARIZONA,AZ,Peoria,AZ,040010302329,0402329,33.581325,-112.264203,21
2023-2024,Ombudsman - Charter East II,Ombudsman Educational Services Ltd.a subsidiary  (4323),ARIZONA,AZ,PHOENIX,AZ,040010302855,0402855,33.479926,-111.993746,11
2023-2024,Ombudsman Online Academy,Ombudsman Educational Services Ltd.a subsidiary  (4323),ARIZONA,AZ,Glendale,AZ,040010303753,0403753,33.640435,-112.136717,11
2023-2024,AAEC - Paradise Valley,Arizona Agribusiness & Equine Center Inc. (4331),ARIZONA,AZ,PHOENIX,AZ,040010601892,0401892,33.654305,-112.00138,11
2023-2024,International Commerce High School - Phoenix,International Commerce Secondary Schools Inc. (4334),ARIZONA,AZ,PHOENIX,AZ,040010702650,0402650,33.513177,-112.06435,11
